venue_uid,"venue","coordinates","address","city","zip","url"
15195508,"The Home of Hannah and David Jans","29.716621,-95.309771","6728 Sylvan Street","Houston","77023",NULL
15218974,"The Continental Club","29.7384755,-95.3797861","3700 Main Street","Houston","77002","www.continentalclub.com/Houston.html"
15231492,"Cherie Flores Garden Pavilion","29.7207922,-95.3864133","1500 Hermann Drive","Houston","77004","www.hermannpark.org/poi/139/"
15272424,"Mid Main, 3600-3700 Block of Main Street","29.7246365,-95.3905619","3600 Main Street","Houston","77002",NULL
15279154,"D-Vine Salon & Spa","29.7423846,-95.4129493","2147 Westheimer Road","Houston","77098","www.d-vinehouston.com"
15297319,"Black Swan Screen Printing","29.7755232,-95.3767088","1824 Spring Street, #103","Houston","77007","www.blackswanscreenprinting.com"
15322290,"Chinelli La Fratta Gallery","29.7736166326531,-95.3761267142857","1813 Crockett Street","Houston","77007",NULL
15346963,"The Kenmore (Box 13 ArtSpace)","29.7372928,-95.3081826","6700 Harrisburg Boulevard, 1st Floor","Houston","77011","www.the-kenmore.blogspot.com"
15370206,"Russian Cultural Center - Our Texas","29.7254556122449,-95.4136507959184","2337 Bissonnet Street","Houston","77005","www.ourtx.org"
15396114,"Texas Art Asylum","29.7432178979592,-95.3554359795918","1719 Live Oak Street","Houston","77003","www.texasartasylum.com"
15425986,"Hermann Park Golf Course","29.7137074,-95.3819023","2155 North Macgregor Drive","Houston","77004","www.hermannparkgc.com"
15459304,"MFA Contemporary @ Heights Mercantile","29.7839751,-95.4006431","714 Yale Street, #1K","Houston","77007","www.mfah.org/programs/families/mfa-contemporary-heights-mercantile/"
15500881,"Vox Culture Warehouse","29.7774055,-95.4110918","8570 Katy Freeway","Houston","77007","voxculturehouston.org"
15506325,"Central Art Gallery (HCC Central)","29.7375592857143,-95.3750667755102","3517 Austin Street","Houston","77004","ccollege.hccs.edu/instru/fineart/art.htm"
15512352,"MECA","29.76631,-95.377274","1900 Kane Street","Houston","77007",NULL
15552746,"Makerspace","29.750248,-95.337592","100 Hutcheson Street","Houston","77003",NULL
15580631,"Eleanor Tinsley Park","29.7589382,-95.3676974","18-3600 Allen Parkway","Houston","77019",NULL
15609665,"Jonathan Hopson Gallery","29.7398926,-95.3925145","904 Marshall Street","Houston","77006","jonathanhopsongallery.com"
15676471,"Arabia Shrine Center","29.7177627,-95.5558774","10510 Harwin Drive","Houston","77036","www.shriners-houston.org"
15678416,"Southern Star Brewing Company","30.3584172,-95.4775348","3525 North Frazier Street","Conroe","77303","southernstarbrewing.com"
15747820,"Numbers","29.744681,-95.38493","300 Westheimer Road","Houston","77006","www.numbersnightclub.com"
15773159,"Rice University Media Center (Rice University)","29.7184003,-95.3981109","6100 Main Street, MS-125","Houston","77005","arts.rice.edu"
15797266,"Catherine Couturier Gallery","29.7347642653061,-95.419156244898","2635 Colquitt Street","Houston","77098","www.johnclearygallery.com"
15817929,"AMC Studio 30","29.73270275,-95.51402371875","2949 Dunvale Road","Houston","77063",NULL
15823095,"Brown Auditorium Theater (MFAH)","29.7256798,-95.3904825","1001 Bissonnet Street","Houston","77005",NULL
15830094,"The Sculpture Workshop Houston","29.7743316868687,-95.4012067272727","4020 Koehler Street","Houston","77007","thesculptureworkshop.com"
15837282,"Jenner House","29.7757734081633,-95.3538863877551","1619 Chapman Street","Houston","77009",NULL
15853279,"Rotunda Gallery (St. Luke's Methodist Church)","29.741074,-95.4351766","3471 Westheimer Road","Houston","77027","www.stlukesmethodist.org/music-fine-arts/"
15882381,"Alonzo Gallery","29.7384017,-95.3799932","3710 Main Street","Houston","77002","www.facebook.com/alonzogallery"
15893567,"Bogan Gallery","29.3046639,-94.7929838","2217 Postoffice Street","Galveston","77550","www.bogangallery.com"
15901858,"Avant Garden","29.74432895,-95.3864724744559","411 Westheimer Road","Houston","77006","avantgardenhouston.com/arts.html"
15902093,"Daniel Sandoval Contemporary","29.7908041428571,-95.3960782653061","223 East 11th Street","Houston","77008","www.danielsandovalcontemporary.com"
15938756,"space125gallery (Houston Arts Alliance)","29.759979,-95.400484","3201 Allen Parkway","Houston","77019","www.haatx.com"
15967180,"Aurora Picture Show","29.8097397906977,-95.3893475116279","800 Aurora Street","Houston","77009","www.aurorapictureshow.org"
15997428,"O'Kane Gallery (UHD)","29.766005,-95.3591542","1 Main Street","Houston","77002",NULL
16012922,"Public Art of the University of Houston System (UH)","29.7188527,-95.3432109","4800 Calhoun Road","Houston","77204","publicartuhs.org"
16024616,"Houston Ship Channel: Santa Anna Capture Site","29.5659005,-95.0448267","3194-3198 Washburn Tunnel","Pasadena","77586",NULL
16083807,"Cullen Performance Hall (UH)","29.7202399,-95.3431911","4800 University Drive","Houston","77004","www.uh.edu/cullen-performance-hall"
16087176,"Bermac Arts","29.7346417,-95.3798594","4101 San Jacinto Street","Houston","77004","www.facebook.com/bermac.arts"
16101814,"Houston Re-Market","29.7433300408163,-95.3745276938776","2850 Fannin Street","Houston","77002",NULL
16104638,"The Solar Studios (Rice University)","29.7140486,-95.408227","6100 Main Street, Alumni Drive @ College Way","Houston","77030",NULL
16154360,"Landmark River Oaks Theater","29.7529685217391,-95.4086373478261","2009 West Gray Street","Houston","77019","www.landmarktheatres.com/market/houston/riveroakstheatre.htm"
16187108,"Texas Children’s Hospital","29.7070666,-95.4045123","6701 Fannin Street","Houston","77030","www.texaschildrens.org"
16190209,"Tony’s Corner Pocket","29.7575561,-95.379005","817 West Dallas Street","Houston","77019","www.facebook.com/tonyscornerpocket/"
16193029,"The Mission","29.7331773877551,-95.3910081836735","4411 Montrose Boulevard","Houston","77006","themissionprojects.com. "
16198179,"White Linen Night in the Heights","29.8029356,-95.3992399","200 & 300 Block of West 19th Street","Houston","77008","whitelinennightheights.com"
16233188,"4203 Rusk Street","29.7433706,-95.3377198","4203 Rusk Street","Houston","77023",NULL
16261516,"Houston Community College Building (HCC)","29.7416605,-95.3770902","3100 Main Street","Houston","77002","www.hccs.edu/portal/site/hccs"
16285728,"Legacy Community Health Fifth Ward Clinic","29.775976,-95.3340024","3811 Lyons Avenue","Houston","77020",NULL
16305717,"1711 West Main","29.73578,-95.4046937","1711 West Main Street","Houston","77098",NULL
16399049,"Silver Street Studios","29.7712177,-95.3790448","2000 Edwards Street","Houston","77007","home.fotofest.org"
16431379,"Self Actualization","29.7483354,-95.3409688","3401 Harrisburg Boulevard","Houston","77003","www.selfactualizationtx.com"
16441946,"Jack Rabbit Gallery","29.811096,-95.3984139","228 East 27th Street","Houston","77008",NULL
16452244,"1515 Ashland Street","29.798669,-95.4060347","1515 Ashland Street","Houston","77008",NULL
16476113,"Letter F Check Up Show","29.7450802653061,-95.3770132244898","2808 Milam Street","Houston","77006",NULL
16518064,"Black Heritage Gallery","29.7215043061225,-95.3793024489796","5408 Almeda Drive","Houston","77004",NULL
16533364,"The Doshi House Cafe","29.7332114545455,-95.3659181818182","3419 Dowling Street","Houston","77004",NULL
16545239,"SKYDIVE","29.7324890808081,-95.4095063030303","2041 Norfolk Street","Houston","77098","www.theskydive.org"
16545853,"Cha Champagne and Wine Bar","29.7585163,-95.3985743","810 Waugh Drive, No. 100","Houston","77019",NULL
16645125,"La Colombe d'Or Fine Art Galleries","29.7636155,-95.3622108","108 Main Street, 2nd Floor","Houston","77002",NULL
16651951,"Kingspoint Graffiti Mecca & Art Space AKA The Mullet","29.6202632631579,-95.2286167894737","10902 Kingspoint Road","Houston","77075","www.facebook.com/kingspointmullet"
16696483,"2808 Rice Boulevard","29.7176104,-95.424884","2808 Rice Boulevard","Houston","77005",NULL
16720817,"Design Within Reach","29.7420978,-95.4471454","4066 Westheimer Road","Houston","77027","www.dwr.com"
16754534,"Mercantile Montrose","29.742834,-95.388243","3321 Stanford Street","Houston","77006","www.mercantilehouston.com"
16761048,"Earl Staley Studio","29.7444937346939,-95.3746728979592","2711 Main Street","Houston","77002",NULL
