venue_uid,"venue","coordinates","address","city","zip","url"
4803519,"2132 Bissonnet Street","29.7259113,-95.4123966","2132 Bissonnet Street","Houston","77005",NULL
4839648,"The Gallery (HCC Central)","29.7375592857143,-95.3750667755102","3517 Austin Street","Houston","77004","central.hccs.edu/events/event-title-241647-en.html"
4868840,"Moody Gardens","29.2736963,-94.8491195","1 Hope Boulevard","Galveston","77554","moodygardens.org"
4907937,"Public Storage","29.742835,-95.408587","2006 Westheimer Road","Houston","77098",NULL
4950257,"Independence Art Studios","29.8372714572864,-95.4053214924623","419 Janisch Road","Houston","77018","www.independenceartstudios.com"
4969381,"Intuitive Eye Annex","29.7910205,-95.3871707","1125 East 11th Street","Houston","77009",NULL
4971427,"Richmond Hall (Menil Collection)","29.73490045,-95.39805775","1500 Richmond Avenue","Houston","77006","menil.org/visit/flavin.php"
4981263,"In Front of Sam Houston Park","29.760013,-95.370235","1000 Bagby Street","Houston","77002",NULL
4984980,"18 Hands Gallery","29.8031846,-95.4012149","249 West 19th Street, Suite B","Houston","77008","www.18handsgallery.com"
4993577,"Wagner Sousa Modern Art","29.3046863913043,-94.7959973478261","404 25th Street","Galveston","77550","www.wagnersousamodernart.com"
4994396,"S&T Art and Design","29.7759772,-95.3840903597152","2424 Sawyer Heights Street","Houston","77007","www.sandtartanddesign.com"
5031284,"Laura Rathe Fine Art","29.7347594545455,-95.4202408181818","2707 Colquitt Street","Houston","77098","www.laurarathe.com"
5043966,"Wilhelmina Cullen Robertson Auditorium (UHD)","29.7246365,-95.3905619","1 Main Street","Houston","77002",NULL
5045215,"The East-Klectic","29.740658,-95.33841","4101 Dallas Street","Houston","77023",NULL
5081784,"Texas Collaborative Arts","29.7908181428571,-95.3951453673469","303 East 11th Street","Houston","77008","www.texascollaborative.com"
5213004,"Bmoody Art Gallery","29.7477861,-95.379792","97 Dennis Street","Houston","77006","bmoodyart.com"
5231713,"Barbara Davis Gallery","29.7331773877551,-95.3910081836735","4411 Montrose Boulevard","Houston","77006","www.barbaradavisgallery.com"
5271019,"The UNIT Store","29.7753769,-95.3765494","1824 Spring Street, #110","Houston","77007","theunitblog.com"
5292769,"MegaHost Gallery","29.734427,-95.389957","901 Richmond Avenue","Houston","77006","www.facebook.com/pages/MegaHost-Gallery/203711452992683"
5304019,"Arc House","29.7710449,-95.3694522","1008 Edwards Street","Houston","77007",NULL
5316554,"Sugar Land Town Square","29.5956449,-95.6220667","15958 City Walk","Sugar Land","77479",NULL
5332352,"Nouveau Antique Art Bar","29.743207,-95.375657","2913 Main Street","Houston","77002","www.art-bar.net"
5340658,"guerrero-projects","29.7327623,-95.3929703","4411 Montrose Boulevard","Houston","77006","www.facebook.com/guerreroprojectshouston"
5361358,"Studio of the late Virgil Grotfeldt","29.847557,-95.440788","2007 Paul Quinn Street","Houston","77027",NULL
5392379,"Peveto","29.7347646734694,-95.4190827755102","2627 Colquitt Street","Houston","77098","www.peveto.org"
5446079,"Pictures Plus","29.7474568571429,-95.3841584285714","115 Hyde Park Boulevard","Houston","77006",NULL
5449928,"Hines College of Architecture (UH)","29.679304,-95.3039249","4200 Elgin Street","Houston","77004","www.arch.uh.edu"
5480286,"Market Square Park","29.7626134,-95.3621888","301 Milam Street","Houston","77002",NULL
5483912,"White Space","29.7816859230769,-95.3892216923077","2914 White Oak Drive","Houston","77007",NULL
5488892,"4019 La Branch Street","29.733507,-95.3790316","4019 La Branch Street","Houston","77004",NULL
5503135,"William P. Hobby Airport","29.6529506,-95.2766507","7800 Airport Boulevard","Houston","77061","www.fly2houston.com/hou/overview/"
5509348,"BNIM","29.7298784,-95.3868907","4916 Main Street, Suite 100","Houston","77002",NULL
5527059,"McClain Gallery","29.7342822857143,-95.4138517142857","2242 Richmond Avenue","Houston","77098","www.mcclaingallery.com"
5546662,"Las Manos Mágicas","29.767437,-95.410379","4819 Blossom Street","Houston","77007","www.lasmanosmagicas.com"
5553094,"The Union","29.7675261,-95.3845802","2315 Union Street","Houston","77007","www.theunionhtx.com"
5565634,"Green House Gallery","29.739007,-95.3886044","716 West Alabama Street","Houston","77006","www.greenhouseartgallery.com"
5597520,"Live Oak Friends Meeting House","29.809648,-95.423653","1318 West 26th Street","Houston","77008","www.friendshouston.org"
5619990,"Buffalo Bayou Art Park","29.771251122449,-95.4126804693878","5106 Center Street","Houston","77007","www.bbap-houston.org"
5628617,"Texas Southern University Museum (TSU)","29.724583,-95.36261","3100 Cleburne Street","Houston","77004","www.tsu.edu/about/history/museum.asp"
5635178,"Chuntaro Jones Studio","29.7729894343434,-95.3836425252525","2500 Summer Street","Houston","77007",NULL
5655105,"The Secret Group","29.7489221,-95.3588784","2101 Polk Street","Houston","77003","www.thesecretgrouphtx.com"
5687413,"The Fat Cap Gallery","29.7499199,-95.3540719","912 Saint Charles Street","Houston","77003","thefatcap.net"
5731082,"Installations Antiques","29.8059362217581,-95.4084008367992","611 West 22nd Street","Houston","77008","www.installationsantiques.com/index.html"
5759561,"Inman Gallery Annex","29.7246365,-95.3905619","3917 Main Street","Houston","77002","www.inmangallery.com"
5762323,"Nance Street Gallery","29.7681056122449,-95.3540482040816","1310 Nance Street","Houston","77002",NULL
5764669,"Nau-haus","29.7908041428571,-95.3960782653061","223 East 11th Street","Houston","77008",NULL
5771741,"The Alexander House","29.7561849,-95.3978677","6060 Gulfton Street, Apt. 1909","Houston","77081",NULL
5791400,"Lee College Performing Arts Center Gallery","29.7348343061224,-94.9762579387755","711 West Texas Avenue","Baytown","77520",NULL
5811036,"Commerce Street Artists Warehouse","29.757275,-95.348541","2315 Commerce Street","Houston","77002","www.commercestreetartistswarehouse.com"
5812647,"George R. Brown Convention Center","29.7546985,-95.3569277","1001 Avenida de las Americas","Houston","77010","www.houstonconventionctr.com"
5818110,"Forma 110","29.7755669,-95.3789679","1824 Spring Street, #109","Houston","77007",NULL
5820000,"2716 Arbor Street","29.722095953961,-95.3708138180844","2716 Arbor Street","Houston","77004",NULL
5823921,"The Temple","29.7497841,-95.3537195","2300 McKinney, 4th Floor","Houston","77003",NULL
5834787,"Davis Hardware","29.7896305555556,-95.3877238888889","1028 Studewood Street","Houston","77008","www.davishardware.com"
5859943,"Midtown Bar & Grill","29.7531964,-95.3893962","415 West Gray Street","Houston","77019","www.houstonmidtownbarandgrill.com"
5875816,"2426 Bartlett Street, Suite C","29.7273762,-95.4182755","2426 Bartlett Street, Suite C","Houston","77098",NULL
5900037,"Abby Lee's Studio G","29.758337,-95.350758755102","2020 Commerce Street","Houston","77002",NULL
5903412,"Gallery M Squared","29.802980244898,-95.4022954285714","339 West 19th Street","Houston","77008","www.gallerymsquared.com"
5903810,"United Way, Houston","29.7671064,-95.3984896303076","50 Waugh Drive","Houston","77007","www.unitedwayhouston.org"
5909450,"Founders Club (The Hobby Center)","29.761677,-95.368883","800 Bagby Street","Houston","77002",NULL
5976362,"Eldorado Ballroom (Project Row Houses)","29.7347976530612,-95.3657457142857","2310 Elgin Street","Houston","77004","projectrowhouses.org"
5983291,"Elizabeth Baldwin Park","29.7374944,-95.3701909","1702 Elgin Street","Houston","77004",NULL
6009405,"Concourse Gallery","29.755261,-95.3726087","1600 Smith Street","Houston","77002",NULL
6022610,"Houston Center for Photography","29.7386353673469,-95.3964656122449","1441 West Alabama Street","Houston","77006","www.hcponline.org"
6029270,"Vaughan Christopher Gallery","29.755054,-95.4097259","1217 South Shepherd Drive","Houston","77019","www.vaughanchristopher.com"
6049204,"Vinal Edge Records","29.8030026326531,-95.4000845918367","239 West 19th Street","Houston","77008","www.vinaledge.com"
6065063,"West Alabama Icehouse","29.7383825,-95.4100223","1919 West Alabama Street","Houston","77098",NULL
6125238,"Gallery Jatad","29.7296256326531,-95.3799038163265","1517 Blodgett Street","Houston","77004","galleryjatad.com"
6126382,"Cullen Theatre Hall (University of St. Thomas)","29.736999,-95.393648","4001 Mt. Vernon Street","Houston","77006",NULL
6127990,"Isis Houston","29.7605717142857,-95.3618104693878","1010 Prairie Street","Houston","77002","www.isishouston.com"
6142594,"Art in Mo$h'n at 2425 Dowling ","29.7388617272727,-95.3614008787879","2425 Dowling Street","Houston","77004","lovelyloyalty.blogspot.com"
6176573,"Nusrat Malik's House","29.7342606530612,-95.3648322857143","2418 Elgin Street","Houston","77004",NULL
6204343,"1201 Oliver Street","29.7705786,-95.3885367","1201 Oliver Street","Houston","77007",NULL
6249733,"Gallery 220 (HBU)","29.6980291836735,-95.5152786326531","7502 Fondren Road, University Academic Center","Houston","77074",NULL
6259055,"The Art Institute of Houston North (AIH North)","29.9398595,-95.5452039","10740 North Gessner Drive","Houston","77064","www.artinstitutes.edu/houston-north/"
6302098,"Cloister Gallery (Christ Church Cathedral)","29.7593754285714,-95.3613893469388","1117 Texas Avenue","Houston","77002",NULL
6347849,"Blaffer Museum's Window Into Houston","29.764958,-95.361268","110 Milam Street","Houston","77002","www.class.uh.edu/blaffer/"
6372939,"ICA Open Studio Tour","29.7589382,-95.3676974",NULL,"Houston","77007","www.innerartcorridor.org"
6394891,"University of Houston, Clear Lake Art Gallery (UHCL)","29.5775782307692,-95.1066882307692","2700 Bay Area Boulevard","Houston","77058","prtl.uhcl.edu/portal/page/portal/HSH/HOME/U"
6425244,"Commune","29.7272886610268,-95.4156053071649","2442 Bartlett Street","Houston","77098",NULL
6435471,"1610 Vermont Street","29.749646,-95.4025452","1610 Vermont Street","Houston","77006",NULL
6450183,"Jung Center","29.726832,-95.391116","5200 Montrose Boulevard","Houston","77006","www.cgjunghouston.org"
6470334,"Blank Check Gallery","29.771869,-95.3840617","1502 Sawyer Street, #141","Houston","77007","www.blankcheck.gallery"
6474523,"Art Palace","29.7366566,-95.380711","3913 Main Street","Houston","77002","www.artpalacegallery.com"
6478977,"V The Gallery at Villagio Town Center","29.7355547,-95.7633113","22756 Westheimer Parkway, #180","Katy","77450","www.vthegallery.com"
6480276,"The Silos on Sawyer","29.771835,-95.381568","1502 Sawyer Street","Houston","77007","www.thesilosonsawyer.com"
6495752,"Thornwood Gallery","29.7347638571429,-95.4192297142857","2643 Colquitt Street","Houston","77098","www.thornwoodgallery.com"
6567283,"Gallery Sonja Roesch","29.7454890612245,-95.370059122449","2309 Caroline Street","Houston","77004","www.gallerysonjaroesch.com"
6569912,"Blaffer Art Museum (UH)","29.7223514,-95.3425217","4173 Elgin Street, 120 Fine Arts Building","Houston","77204","blafferartmuseum.org"
6573974,"5926 Moonmist Drive","29.7112106,-95.4883877","5926 Moonmist Drive","Houston","77081",NULL
6598433,"LCD Gallery","29.7634572,-95.3623096","114 Main Street, 5th Floor","Houston","77002","www.lcdgallery.com"
6617588,"The Joanna Gallery","29.736883,-95.395828","1401 Branard Street","Houston","77006","www.thejoanna.org"
6618085,"Contemporary Arts Museum Houston","29.726739755102,-95.391116","5216 Montrose Boulevard","Houston","77006","www.camh.org"
6669651,"Rice Media Center (Rice University)","29.713371,-95.406547","600 Main Street","Houston","77005","www.ruf.rice.edu/~media/"
6788753,"Herring Hall Auditorium (Rice University)","29.7173941,-95.4018312","6100 Main Street","Houston","77005",NULL
6789082,"The Art Center of Baytown","29.732746,-94.9710817","110 West Texas Avenue","Baytown","77520","www.art-league-of-baytown.org"
6798720,"Parkerson Gallery","29.7346635918367,-95.4199780816326","3510 Lake Street","Houston","77098","www.parkersongallery.com"
6837995,"Bad News Bar","29.7619795,-95.3611351","308 Main Street","Houston","77002",NULL
6838236,"War'hous Visual Studio","29.732058,-95.384508","4715 Main Street","Houston","77004","www.warhous.com"
6852043,"McGovern Historical Center","29.682095,-95.391008","8272 El Rio Street, #190","Houston","77054","library.tmc.edu/mcgovern/"
6906352,"Kallinen Contemporary","29.7226086938776,-95.2783805306123","511 Broadway Street","Houston","77012","kallinenhorn.com"
6906371,"Joan Wich & Company","29.7331773877551,-95.3910081836735","4411 Montrose Boulevard","Houston","77006","www.joanwichgallery.com"
6935439,"Barnevelder Movement Arts Complex","29.7551722,-95.3503068","2201 Preston Street","Houston","77003","www.barnevelder.org"
6942427,"Prairie View A&M University Art Gallery","30.0940073,-95.9874688","100 University Drive, 4th Floor, John B. Coleman Library","Prairie View","77446","www.pvamu.edu/pages/3665.asp"
6953705,"The Tremont House","29.3062114,-94.7948092","2300 Ship Mechanic Row Street","Galveston","77550","www.galveston.com/thetremonthouse/"
6970541,"A 2nd Cup","29.7910813,-95.3889048","1111 East 11th Street","Houston","77009","www.a2ndcup.com"
6990269,"Performance Art Houston's Instagram",NULL,NULL,"Houston",NULL,"www.instagram.com/performancearthouston/"
7003882,"Peek Realty","29.715610,-95.381134","5925 Almeda Road, Suite E","Houston","77004",NULL
7028847,"Daniel-Kayne","29.7497841,-95.3537195","2300 McKinney, #403","Houston","77003","www.daniel-kayne.com"
7049963,"Front Gallery","29.7336233030303,-95.3967752727273","1412 Bonnie Brae Street","Houston","77006",NULL
7067185,"Fort Bend Art Center / Art League Fort Bend","29.5591052,-95.8081977","2012 Avenue G","Rosenberg","77471","www.artleaguefortbend.org"
7077612,"The Art Cellar of Houston","29.759117,-95.626012","1460 Eldridge Parkway, #120","Houston","77077","artcellarhouston.com"
7111510,"Mystic Lyon","29.7764873,-95.3218079","5017 Lyons Avenue","Houston","77020",NULL
7128662,"Czech Center Museum","29.729198122449,-95.3844670408163","4920 San Jacinto Street","Houston","77004",NULL
7156150,"Alley Theatre","29.7620983,-95.3653365","615 Texas Street","Houston","77002","www.alleytheatre.org"
7174363,"3708 S Main Street","29.7383648,-95.3820951","3708 South Main Street","Houston","77002",NULL
7285244,"Lee and Joe Jamail Skate Park","29.761378874919,-95.3754661590762","103 Sabine Street","Houston","77007",NULL
7310067,"Ecclesia","29.768656,-95.3693908","1100 Elder Street","Houston","77007",NULL
7407344,"Santos Headquarters","29.930803,-95.622926","10702 Allens Landing Drive","Houston","77065",NULL
7417402,"Two Allen Center","29.7569962,-95.3710391","1200 Smith Street","Houston","77002",NULL
7462795,"Civic TV Laboratories","29.7792093,-95.3641339","2108 Freeman Street","Houston","77009",NULL
7478900,"Select Skate Shop","29.7479366530612,-95.4022297142857","2016 Dunlavy Street","Houston","77006","selectskates.com"
7485143,"203 East 26th Street","29.8107205,-95.3993145","203 East 26th Street","Houston","77008",NULL
7509310,"Texas Art Supply","29.751333,-95.392297","2002 Montrose Boulevard","Houston","77006",NULL
7532718,"Main Street Square","29.7576488,-95.3642902","900-1100 Blocks of Main Street","Houston","77002",NULL
7535394,"Hooks-Epstein Galleries","29.7347644693878,-95.4191195102041","2631 Colquitt Street","Houston","77098","www.hooksepsteingalleries.com"
7539113,"Flex Space Houston","29.742402,-95.402255","2608 Dunlavy Street","Houston","77006",NULL
7542497,"New World Museum","29.7712488181818,-95.4146626818182","5230 Center Street","Houston","77007","www.newworldmuseum.org"
7546246,"The University of Houston, Main Campus (UH)","29.7214917,-95.3440202128152","4800 Calhoun Road","Houston","77004","www.uh.edu"
7555162,"The Houstonian","29.767613,-95.4626537","111 North Post Oak Lane","Houston","77024","www.houstonian.com"
7578564,"Galveston Historical Foundation","29.308281,-94.7934747","2002 Strand Street","Galveston","77550",NULL
7582503,"The Duende Art Project","29.7535472,-95.3940621","1208 West Gray Street","Houston","77019","www.duendeartproject.com"
7637251,"Houston Cinema Arts Society","29.7329869,-95.3907429","4409 Montrose Boulevard, Suite 150","Houston","77006","cinemartsociety.org"
7643183,"Lone Star College – Montgomery County","30.2106258,-95.4670463","3200 College Park Drive","Conroe","77384",NULL
7687800,"Louis Shanks Furniture - Houston","29.73462,-95.521014","2800 Fondren Road","Houston","77063",NULL
7729187,"BOX 13 ArtSpace","29.7372928,-95.3081826","6700 Harrisburg Boulevard","Houston","77001","www.box13artspace.com"
7822122,"Rosenberg Library","29.301163,-94.792941","2310 Sealy Street","Galveston","77550","rosenberg-library.org"
7832687,"Char Bar","29.7626112653061,-95.361623877551","305 Travis Street","Houston","77002",NULL
7848483,"The Art Guys Museum of Art and Wonders, Etc.","29.8493658633252,-95.4231187030828","5757 Knox Street","Houston","77091","www.theartguys.com/Contact.html"
7879153,"3116 Garrow Street","29.7507826,-95.3444879","3116 Garrow Street","Houston","77003",NULL
7891562,"Allen Parkway from Waugh to Bagby","29.7607657,-95.3879484","Allen Parkway","Houston","77019",NULL
7898351,"Inferno Gallery (Rice University)","29.7173941,-95.4018312","6100 Main Street","Houston","77005","matchbox.rice.edu"
8062818,"Wesley Community Center","29.7811968,-95.3533891","1410 Lee Street","Houston","77009","www.wesleyhousehouston.org/about-us/contact-us/"
8067413,"My Flaming Heart","29.7387919,-95.3796565","3622 Main Street, Suite C","Houston","77002",NULL
8109500,"Sloan Hall","29.7427233,-95.4197505","2620 Westheimer Road","Houston","77098",NULL
8133311,"Babaloo International Cafe & Bar","29.7355547,-95.7633113","22756 Westheimer Parkway, #190","Katy","77450","www.babaloocafe.net/index.html"
8142945,"Burning Bones Press","29.7984546938776,-95.3990333469388","1518 Yale Street","Houston","77008","www.burningbonespress.com"
8151685,"4300 Harrisburg Boulevard","29.7445583,-95.3357863","4300 Harrisburg Boulevard","Houston","77011",NULL
8197221,"Arlington Street Studios","29.8023823636364,-95.3945232121212","1831 Arlington Street","Houston","77008",NULL
8202383,"Decorative Center of Houston","29.7622979531803,-95.4660305206001","5120 Woodway Drive","Houston","77056","www.decorativecenter.com"
8203443,"901 North York Street","29.7582729,-95.3325038","901 North York Street","Houston","77003",NULL
8210759,"Sedition Books","29.734427,-95.389957","901 Richmond Avenue","Houston","77006","seditionbooks.org"
8259844,"Eureka Heights Brew Co","29.8018003,-95.4190106","941 West 18th Street","Houston","77008","www.eurekaheights.com"
8298559,"Houston Museum of African American Culture","29.729702625,-95.382561","4807 Caroline Street","Houston","77004","www.hmaac.org"
8298780,"Flying Carpet Creative’s Fabrication Space","29.7424594,-95.3489224","3302 Polk Street","Houston","77003","www.flyingcarpetcreative.com"
8321535,"The Raven Grill","29.7257245510204,-95.4055497346939","1916 Bissonnet Street","Houston","77005","www.theravengrill.com"
8333750,"Muir Fine Art Gallery","29.7794511,-95.5602836","796 Town and Country Boulevard, Suite 114","Houston","77024","www.MuirFineArtGallery.com"
8346100,"JoMar Visions","29.7687312,-95.3507938","1707 Nance Street, Studio E","Houston","77020","www.jomarvisions.com"
8369811,"Houston Community College-Southeast (HCC Southeast)","29.704264,-95.2974295714286","6815 Rustic Street","Houston","77087",NULL
8372249,"Cardoza Fine Art","29.7681062244898,-95.3539984081633","1320 Nance Street","Houston","77002",NULL
8441850,"The Woodlands High School","30.1943386,-95.5041172","6101 Research Forest Drive","The Woodlands","77381","twhsat.weebly.com"
8458474,"Mary Matteson-Parrish Gallery (LSC Montgomery)","30.2106258,-95.4670463","3200 College Park Drive","Conroe","77384","montgomery.lonestar.edu/109620/"
8459271,"Continental Club","29.7385682,-95.3799289","3700 Main Street","Houston","77002","www.continentalclub.com/Houston.html"
8471094,"Bayou Music Center","29.7625821,-95.3675193","520 Texas Avenue","Houston","77002",NULL
8479067,"DoubleTree by Hilton Hotel Houston Downtown","29.758435,-95.371211","400 Dallas Street","Houston","77002","doubletree1.hilton.com/en_US/dt/hotel/HOUDBDT-DoubleTree-by-Hilton-Hotel-Houston-Downtown-Texas/index.do"
8532749,"Island Gallery","29.3072118,-94.7953706","2328 Strand Street","Galveston","77550",NULL
8570906,"Already Within Project Space","29.7342769,-95.3814892","4106-4108 Caroline Street","Houston","77004",NULL
8573380,"John Cleary Gallery","29.7347642653061,-95.419156244898","2635 Colquitt Street","Houston","77098","www.johnclearygallery.com"
8582368,"University of Houston School of Art (UH)","29.7248985,-95.3428602","4173 Elgin Street","Houston","77004","www.uh.edu/class/art/"
8673725,"Carol Piper Rugs","29.752911,-95.402047","1809 West Gray Street","Houston","77019","carolpiperrugs.com"
8678283,"Upper Kirby Building","29.7335866,-95.4240589497719","3015 Richmond Avenue","Houston","77098",NULL
8685805,"d. m. allison","29.7347592727273,-95.4203120909091","2709 Colquitt Street","Houston","77098",NULL
8692473,"Rudolph Blume Fine Art | ArtScan Gallery","29.7343485263158,-95.4060155263158","1836 Richmond Avenue","Houston","77098","www.rudolphblume.com"
8710033,"Abigail Ogilvy Gallery Pop Up","29.7375941,-95.410249","3911 McDuffie Street","Houston","77098","www.abigailogilvy.com"
8710352,"Brazos Bookstore","29.7254303333333,-95.4153008333333","2421 Bissonnet Street","Houston","77005"," www.brazosbookstore.com"
8714656,"Sapori Ristorante","29.7357364,-95.5966294","12225 Westheimer Road, #B","Houston","77077","www.saporihouston.com "
8743244,"Frank White Studio","29.76852875,-95.35596225","1109 East Freeway","Houston","77002",NULL
8762705,"Heights Art Gallery","29.7935708,-95.4196554","3202 White Oak Drive","Houston","77008",NULL
8781562,"Studio 101","29.7752312857143,-95.3762571836735","1824 Spring Street","Houston","77007","springstreetstudios.info/2012/"
8787414,"Arab American Cultural & Community Center","29.6564208,-95.5682331","10555 Stancliff Road","Houston","77099","www.facebook.com/acchouston/"
8831808,"Farrago's","29.7521518571429,-95.3772529591837","318 Gray Street","Houston","77002",NULL
8843294,"4th Floor Projects Gallery (UH)","29.724710,-95.342373","3401 Cullen Boulevard","Houston","77204","www.art.uh.edu"
8848008,"Domy Books","29.7426946666667,-95.4024456666667","1709 Westheimer Road","Houston","77098","www.domystore.com"
8856522,"The Studio @ Splendora Gardens","30.268812,-95.1599987","26041 Midline Road","Cleveland","77328",NULL
8864063,"George Bush Intercontinental Airport (IAH)","29.9650504,-95.3370433","16930 John F Kennedy Boulevard","Houston","77032","www.airport-houston.com"
8917048,"Hermann Park","29.7148356,-95.389314","6001 Fannin Street","Houston","77030","www.hermannpark.org/hours.php"
8921171,"JuiceBOX Containers at Rice University","29.716517,-95.404377","6100 Main Street","Houston","77005",NULL
8931364,"Home Of Lionardo Matamores","29.78019775,-95.3656697083333","415 Quitman Street","Houston","77009","www.vbbarts.org"
9010528,"216 N Edgewood Street","29.7478092,-95.3236804","216 North Edgewood Street","Houston","77011",NULL
9034885,"Beauty Box","29.733684,-95.3657742916667","3302 Dowling Street","Houston","77004",NULL
9038499,"Fifth Ward Jam","29.7760375714286,-95.3329065510204","3705 Lyons Avenue","Houston","77020",NULL
9041257,"East End Studio Gallery","29.7347805,-95.3314365","708 Telephone Road, Suite C","Houston","77023","www.eestudiogallery.com/1.html"
9081322,"Sesquicentennial Park","29.7589382,-95.3676974","400 Texas Avenue","Houston","77002","www.houstontx.gov/sqpark/index.htm"
9088367,"HCC Stafford Fine Arts Center Art Gallery","29.628908,-95.5551392","9910 Cash Road","Stafford","77477","www.hccs.edu/locations/southwest-college/stafford-campus/"
9148352,"Fernland Historical Park","30.1027513,-95.8177153","20774 Eva Street","Montgomery","77356",NULL
9215998,"OFFsite / Apama Mackey Gallery","29.7942836,-95.3947488","314 East 13th Street","Houston","77008","www.mackeygallery.com/offsite/default.htm"
9224808,"Felix 55","29.7160748,-95.415373","5510 Morningside Drive, #120","Houston","77005","www.felix55.com"
9267027,"College of the Mainland Art Gallery Satellite (CoM)","29.3958545,-94.9996207","1200 Amburn Road","Texas City","77591","www.com.edu/gallery"
9274477,"University of Houston Student Center South (UH)","29.720324,-95.340902","4455 University Drive","Houston","77204","www.uh.edu"
9284819,"Looscan Neighborhood Library","29.744961,-95.441744","2510 Willowick Road","Houston","77027",NULL
9378732,"Betz Gallery","29.75338284,-95.39438396","1208 West Gray Street","Houston","77019","www.betzgallery.com"
9434903,"Houston Fire Museum","29.7474414,-95.3747871","2403 Milam Street","Houston","77006","www.houstonfiremuseum.org"
9473142,"Premium Goods","29.7167520204082,-95.4153188979592","2416 Times Boulevard","Houston","77005","www.premiumgoods.net"
9489663,"Stages Repertory Theatre","29.759979,-95.400484","3201 Allen Parkway","Houston","77019","www.stagestheatre.com/cms_home/index.html"
9526366,"Beck Center","29.6998273,-95.5299762","8100 Roos Road","Houston","77036",NULL
9549403,"4411 Montrose Special Events Gallery","29.7331773877551,-95.3910081836735","4411 Montrose Boulevard","Houston","77006",NULL
9559937,"Antidote","29.7848946,-95.3880224","729 Studewood Street","Houston","77007","www.antidotecoffee.com"
9576675,"Redbud Gallery","29.7908181428571,-95.3951453673469","303 East 11th Street","Houston","77008","www.redbudgallery.com"
9587024,"Fine Arts Gallery (LSC North Harris)","30.0063352,-95.3799192","2700 W.W. Thorne Drive","Houston","77073",NULL
9611157,"Watermark Fine Art","29.7347099183673,-95.4197898163265","3503 Lake Street","Houston","77098","www.watermarkfineart.com"
9634931,"Poissant Gallery","29.7712510408163,-95.4126534897959","5102 Center Street","Houston","77007","www.poissantgallery.com"
9725714,"The Center for Art and Photography at Celebration Company (Jewish Family Service)","29.6880365,-95.4462358","4131 South Braeswood Boulevard","Houston","77025","www.celebrationcompany.org"
9733210,"Travis Tower","29.75457,-95.3667","1301 Main Street","Houston","77002","www.travistower.com"
9743125,"Devin Borden Gallery","29.7367831,-95.3828569","3909 Main Street","Houston","77002","www.devinborden.com"
9770103,"Hyde Park Gallery","29.7474568571429,-95.3841584285714","115 Hyde Park Boulevard","Houston","77006","www.hydeparkgallery.com"
9772215,"20 N. Chenevert","29.7606965,-95.3518459","20 North Chenevert Street","Houston","77002",NULL
9774287,"Black Hole Coffee House","29.7324901,-95.3971845","4504 Graustark Street","Houston","77006","m.facebook.com/blackhole.coffeehouse/"
9783535,"Insomnia Video Games","29.7347805,-95.3336252","708 Telephone Road","Houston","77023","www.theinsomniagallery.com"
9794617,"Notsuoh","29.7621347142857,-95.3609501428571","314 Main Street","Houston","77002","www.myspace.com/notsuohmusic"
9873468,"Bryan Miller Gallery","29.7246365,-95.3905619","3907 Main Street","Houston","77002","www.bryanmillergallery.com"
9902051,"Hunter Gorham Gallery","29.7416709,-95.4337472","1834 1/2 Westheimer Road","Houston","77098",NULL
9919206,"labotanica","29.734775244898,-95.3657071428571","2316 Elgin Street","Houston","77004","labotanica.org"
9926839,"Tradition Bank Gallery","29.728318122449,-95.3911299591837","5020 Montrose Boulevard","Houston","77006",NULL
9927925,"Architecture Center Houston","29.7628673,-95.3689592","315 Capitol Street, Suite 120","Houston","77002","www.aiahouston.org"
9929570,"Spacetaker Gallery","29.7718041,-95.3801122","2101 Winter Street, Studio 11","Houston","77266","www.spacetaker.org"
9960048,"Pearl Fincher Museum of Fine Arts","30.0129467,-95.5101669","6815 Cypresswood Drive","Spring","77379","www.pearlmfa.org"
9976546,"Winter Street Studios","29.77187045,-95.3798089149235","2101 Winter Street","Houston","77007","www.winterstreetstudios.net"
10000716,"Archway Gallery","29.7454775,-95.4018794","2305-A Dunlavy Street","Houston","77006","www.archwaygallery.com"
10019787,"Resurrection Metropolitan Community Church","29.789652,-95.4183337","2025 West 11th Street","Houston","77008","www.resurrectionmcc.org"
10024156,"Wilson Montessori","29.7477447,-95.3989488","2100 Yupon Street","Houston","77006","www.houstonisd.org/wilsonmontessori"
10025203,"Houston Police Officer’s Memorial","29.7628383,-95.3830674","1300 Memorial Drive","Houston","77019","www.houstontx.gov/parks/artinparks/policeofficersmemorial.html"
10059929,"Masjid Al-Salam","30.0091139,-95.5602529","16700 Old Louetta Road","Spring","77379","www.alsalammasjid.org"
10070694,"River Oaks Bank Building","29.7478512,-95.4183323","2001 Kirby Drive","Houston","77019",NULL
10136979,"Cynthia Woods Mitchell Center (UH)","29.8548916,-95.4564728","4800 Calhoun Road","Houston","77091","www.mitchellcenterforarts.org"
10137684,"Houston Center for Contemporary Craft","29.730715804878,-95.3858012682927","4848 Main Street","Houston","77002","www.crafthouston.org"
10174866,"New Gallery/Thom Andriola","29.7424105714286,-95.3788832244898","3225 Milam Street","Houston","77006","www.newgalleryhouston.com"
10194916,"Galleria Lazzara","29.814454,-95.467768","5400 Mitchelldale Street, Suite B7","Houston","77092","www.gallerialazzara.com"
